Име,Опис,Линк до слика на продукт,Достапни величини,Достапни бои,Линк до продукт,Цена,Намалена цена,Валута,Категорија
Woman Knitted Hat 5505606,"Зимска капа погодна за секојдневна употреба како и за прошетки во планина. Изработена од рециклиран полиестер, еден од најодржливите текстилни влакна и покрај неговото синтетичко потекло.",https://www.scout.mk/wp-content/uploads/2024/02/5505606_A143_A-1-600x600.png,"u, u, u, u","black, blue, white, white",https://www.scout.mk/product/woman-knitted-hat-5505606/,990,990,МКД,zenski
Woman Knitted Hat 5505612,"Зимска капа со моден детал погодна за секојдневна употреба како и за прошетки во планина. Изработена од рециклиран полиестер, еден од најодржливите текстилни влакна и покрај неговото синтетичко потекло.",https://www.scout.mk/wp-content/uploads/2024/02/5505612_A143_A-1-600x600.png,"u, u","black, white",https://www.scout.mk/product/woman-knitted-hat-5505612/,1590,1590,МКД,zenski
Woman Knitted Hat 5505620,"Капа
Обложена со памучна ткаенина",https://www.scout.mk/wp-content/uploads/2022/12/5505620_A143_A-600x600.png,,"orange, stilston",https://www.scout.mk/product/woman-knitted-hat-5505620/,1690,1690,МКД,zenski
WOMAN LONG PANT,"Женски зимски панталони, специјална клима – протект мембрана, со обликувани колена и шлицеви за поголема флексибилност и удобност",https://www.scout.mk/wp-content/uploads/2025/02/30A1456_U901_A-6-600x600.jpg,"d38, d40, d42, d44, d44","black, black, black, black, black",https://www.scout.mk/product/woman-long-pant/,4290,4890,МКД,zenski
Woman Long Pant 30A1456,"Водоотпорни Софтшел Панталони
Изработени од дебел софтшел материјал
Водоотпорност: 7.000mm
Дишливост: 3.000mm",https://www.scout.mk/wp-content/uploads/2020/12/30A1456_U887_A-600x600.jpg,"d36, d38, d38, d40, d42, d42","black, black, grey, grey, grey, grey",https://www.scout.mk/product/woman-long-pant-30a1456/,4890,4890,МКД,zenski
Woman Long Pant 31T7686,"Панталони кои комбинираат цврст дизајн со чиста удобност. Панелот против гребење (и напред и назад) ги зајакнува, додека ткаенината растеглива во 4 насоки обезбедува исклучителна леснотија при движење.",https://www.scout.mk/wp-content/uploads/2022/05/31T7686_U901_A-600x600.jpg,40,black,https://www.scout.mk/product/woman-long-pant-31t7686/,5490,5490,МКД,zenski
Woman Long Pant 32T7426,"Панталони, брзосушечки и четиринасочно растегливи",https://www.scout.mk/wp-content/uploads/2023/04/32T7426_U423_A-600x600.png,42,grey,https://www.scout.mk/product/woman-long-pant-32t7426/,3490,3490,МКД,zenski
Woman Long Pant 32T7426,"Панталони, брзосушечки и четиринасочно растегливи",https://www.scout.mk/wp-content/uploads/2024/04/32T7426_E452_A-4.png,40,green,https://www.scout.mk/product/woman-long-pant-32t7426-2/,3490,3490,МКД,zenski
Woman Long Pant 3A00486N,"Водоотпорни Софтшел Панталони
Изработени од средно дебел софтшел материјал
Водоотпорност: 7.000mm
Дишливост: 1.000mm",https://www.scout.mk/wp-content/uploads/2022/12/3A00486N_U423_A-600x600.png,"36, 38, 40, 42, 44, 46, d36, d38, d40, d42","black, grey, grey, grey, grey, grey, grey, grey, grey, grey",https://www.scout.mk/product/woman-long-pant-3a00486n/,4290,4790,МКД,zenski
Woman Pant 30T2316,"Панталони
Изработени од четиринасоно растеглив рип-стоп материјал со УВ30 заштита",https://www.scout.mk/wp-content/uploads/2022/12/30T2316_13MM_A-600x600.png,44,blue,https://www.scout.mk/product/woman-pant-30t2316/,6990,6990,МКД,zenski
Woman Shirt 32T1486,Женска кошула од брзосушечки материјал,https://www.scout.mk/wp-content/uploads/2024/02/32T1486_53ZP_A-4-600x600.png,"d36, d38, d38, d40, d40, d42, d42","blue, blue, blue, blue, red, red, red",https://www.scout.mk/product/woman-shirt-32t1486/,4290,4290,МКД,zenski
Woman Shirt 33S5626,"Техничка Кошула
Лесна, изработена од полиестер, со технологија против мирис од потење, со УВ 30",https://www.scout.mk/wp-content/uploads/2023/04/33S5626_57ZN_A-600x600.png,"38, 40","turquoise, white",https://www.scout.mk/product/woman-shirt-33s5626/,2590,2590,МКД,zenski
Woman Shirt 33S5636,"Техничка Кошула
Лесна, изработена од полиестер, со технологија против мирис од потење, со УВ 43",https://www.scout.mk/wp-content/uploads/2023/04/33S5636_68ZN_A-600x600.png,38,white,https://www.scout.mk/product/woman-shirt-33s5636/,2290,2290,МКД,zenski
Woman Shorts With Inner Mesh Slip 3C89676T,"Мултифинкционални бермуди поставени со мрежа, изработени од полиестер",https://www.scout.mk/wp-content/uploads/2021/02/3C89676T_49UG_A-600x600.jpg,"38, 38, 44","black, black, violet",https://www.scout.mk/product/woman-shorts-with-inner-mesh-slip-3c89676t/,1990,1990,МКД,zenski
WOMAN SWEAT 3G27836,Женски дебел полар,https://www.scout.mk/wp-content/uploads/2023/11/3G27836_L711_A-600x600.png,"d36, d36, d38, d40, d40, d40, d42, d42","blue, blue, pink, pink, pink, white, white, white",https://www.scout.mk/product/woman-sweat-3g27836/,1323,1323,МКД,zenski
Woman T-Shirt 30L3946,Маица со долг ракав со заоблен дизајн за активности на отворено со висок интензитет. Ткаенината Light Interlock за да обезбеди чувство на удобност и постојаност.Маица со долг ракав со заоблен дизајн за активности на отворено со висок интензитет. Ткаенината Light Interlock за да обезбеди чувство на удобност и постојаност.,https://www.scout.mk/wp-content/uploads/2022/12/30L3946_U423_A-600x600.png,36,grey,https://www.scout.mk/product/woman-t-shirt-30l3946/,2790,2790,МКД,zenski
Woman T-Shirt 38T6656,"Маичка изработена е од материјал со UV заштита и технологија Dry-Function која гарантира пријатно чувство на сувост и удобност, дури и при поенергични активности.",https://www.scout.mk/wp-content/uploads/2024/04/38T6656_49MR_A.png,"38, 40, 40","blue, green, green",https://www.scout.mk/product/woman-t-shirt-38t6656/,1390,1390,МКД,zenski
Woman T-Shirt Free Bike 34N6936,"Маица со долги ракави, изработена од 4насочно растеглив материја. Технологијата Dry Function помага за испарување на потта и го одржува телото суво, додека третманот Cool Menthol Boost обезбедува пријатно чувство на свежина.",https://www.scout.mk/wp-content/uploads/2024/04/34N6936_E452_A-4.png,"36, 40, 42, 44","blue, blue, blue, green",https://www.scout.mk/product/woman-t-shirt-free-bike-34n6936/,1953,2790,МКД,zenski
Woman Top 32T7016,"Техничка Маица без ракави
Лесна, изработена од полиестер, со технологија против мирис од потење, со УВ 40",https://www.scout.mk/wp-content/uploads/2023/04/32T7016_L312_A-600x600.png,"38, 40, 42","blue, blue, turquoise",https://www.scout.mk/product/woman-top-32t7016/,2090,2090,МКД,zenski
Woman Top 33N6196,"Техничка Маица без ракави
Лесна, изработена од полиестер, со технологија против мирис од потење, со УВ 30",https://www.scout.mk/wp-content/uploads/2023/04/33N6196_C588_A-600x600.png,40,blue,https://www.scout.mk/product/woman-top-33n6196/,1990,1990,МКД,zenski
Woman Top 33N6196,"Техничка Маица без ракави
Лесна, изработена од полиестер, со технологија против мирис од потење, со УВ 30",https://www.scout.mk/wp-content/uploads/2024/04/33N6196_U423_A-4.png,"40, 40, 42, 42, 42","blue, blue, green, grey, grey",https://www.scout.mk/product/woman-top-33n6196-2/,1990,1990,МКД,zenski
Woman Vest 33K1666,Женски елек со синтетичко полнење,https://www.scout.mk/wp-content/uploads/2024/02/33K1666_A435_A-3-600x600.png,"d36, d38, d40","stilston, stilston, stilston",https://www.scout.mk/product/woman-vest-33k1666/,6490,6490,МКД,zenski
Woman Vest Fix Hood 32K3046,"Полнет елек / Елек со капуљача
Полнет со вештачко полнење",https://www.scout.mk/wp-content/uploads/2022/12/32K3046_C913_A-600x600.png,"38, 40","berry, berry",https://www.scout.mk/product/woman-vest-fix-hood-32k3046/,6190,6190,МКД,zenski
Womans Down Jacket 2224P-5WG-566,"Супер лесна и полнета јакна
Лице: 100% најлон
Постава: 100% најлон
Полнење: 90% пердув 10% даун пердув",https://www.scout.mk/wp-content/uploads/2022/09/2224P-5WG-566-600x600.jpg,"42, 44","pink, pink",https://www.scout.mk/product/womans-down-jacket-2224p-5wg-566/,18990,18990,МКД,zenski
Womans Down Jacket 2252-5WG-99,"Супер лесна и полнета јакна
Лице: 100% најлон
Постава: 100% најлон
Полнење: 90% пердув 10% даун пердув",https://www.scout.mk/wp-content/uploads/2022/09/2252-5WG-99-600x600.jpg,"44, 48","black, black",https://www.scout.mk/product/womans-down-jacket-2252-5wg-99/,25990,25990,МКД,zenski
WOMEN’S YONDER II,Флис,https://www.scout.mk/wp-content/uploads/2024/12/RWA660-07T.jpg,"10, 10, 12, 12, 14, 16, 16, 18","blue, blue, blue, blue, blue, bordeaux, bordeaux, bordeaux",https://www.scout.mk/product/womensyonderii-w-rwa660/,3090,3090,МКД,zenski
WOMENS BIRCHDALE,"Спортска Женска Jакна
Топлина и флексибилност
Водоотпорна и ветероотпорна",https://www.scout.mk/wp-content/uploads/2025/02/RWW300_SZG_P_1-600x600.jpg,"10, 12, 12, 14, 16","blue, blue, blue, blue, turquoise",https://www.scout.mk/product/womens-birchdale/,7390,7390,МКД,zenski
WOMENS MONTES,"Женска спортска блуза, халфзип, флис Монтес",https://www.scout.mk/wp-content/uploads/2025/02/RWA240_Z7D_P_A-4-600x600.jpg,"10, 10, 12, 12, 12, 14, 14, 14, 16, 16, 16","blue, blue, blue, bordeaux, bordeaux, bordeaux, bordeaux, navy, navy, navy, navy",https://www.scout.mk/product/womens-montes/,1990,1990,МКД,zenski
WOMENS WENTWOOD IX,3/1 Јакна,https://www.scout.mk/wp-content/uploads/2024/12/RWP393-600x600.jpg,"10, 12","navy, navy",https://www.scout.mk/product/womenswentwoodix-w-rwp393/,12290,12290,МКД,zenski
YONDER W,"Флис (прв слој) со полупатент
Изработен од стреч материјал со лесна топлотна изолација",https://www.scout.mk/wp-content/uploads/2023/12/RWT161_BRH_P_1-600x600.jpg,"10, 10, 10, 12, 12, 12, 12, 14, 14, 14, 18, 20","bordeaux, bordeaux, bordeaux, green, green, orange, orange, orange, pink, pink, pink, pink",https://www.scout.mk/product/yonder-w-rwt161/,2890,2890,МКД,zenski
